protein,RNA line ab,binary_RNA line ab
9606.ENSP00000400892,0.7,1
9606.ENSP00000400895,0,0
9606.ENSP00000400906,132.1,1
9606.ENSP00000400908,6.8,1
9606.ENSP00000400921,39.3,1
9606.ENSP00000400932,6.7,1
9606.ENSP00000400972,1,1
9606.ENSP00000400995,5.3,1
9606.ENSP00000400997,2.6,1
9606.ENSP00000401010,224,1
9606.ENSP00000401018,24.5,1
9606.ENSP00000401023,7.9,1
9606.ENSP00000401089,0,0
9606.ENSP00000401112,14,1
9606.ENSP00000401115,33.9,1
9606.ENSP00000401145,1,1
9606.ENSP00000401191,124.8,1
9606.ENSP00000401197,40.3,1
9606.ENSP00000401264,28.9,1
9606.ENSP00000401277,33.4,1
9606.ENSP00000401303,45.5,1
9606.ENSP00000401310,0,0
9606.ENSP00000401328,0,0
9606.ENSP00000401335,0,0
9606.ENSP00000401338,8.4,1
9606.ENSP00000401371,57.5,1
9606.ENSP00000401399,43.2,1
9606.ENSP00000401435,16.5,1
9606.ENSP00000401437,0,0
9606.ENSP00000401445,1.9,1
9606.ENSP00000401470,135.5,1
9606.ENSP00000401477,0.2,1
9606.ENSP00000401498,0,0
9606.ENSP00000401502,0,0
9606.ENSP00000401508,1.8,1
9606.ENSP00000401513,0,0
9606.ENSP00000401514,0,0
9606.ENSP00000401536,0,0
9606.ENSP00000401564,449.4,1
9606.ENSP00000401566,34.6,1
9606.ENSP00000401597,0,0
9606.ENSP00000401633,0,0
9606.ENSP00000401645,0,0
9606.ENSP00000401678,0,0
9606.ENSP00000401706,0,0
9606.ENSP00000401720,8.5,1
9606.ENSP00000401721,18.6,1
9606.ENSP00000401749,0,0
9606.ENSP00000401764,20.5,1
9606.ENSP00000401770,306.4,1
9606.ENSP00000401802,173.9,1
9606.ENSP00000401831,4.7,1
9606.ENSP00000401853,24.6,1
9606.ENSP00000401867,1.1,1
9606.ENSP00000401878,14.5,1
9606.ENSP00000401907,3.6,1
9606.ENSP00000401932,0,0
9606.ENSP00000401946,11.8,1
9606.ENSP00000401947,0,0
9606.ENSP00000401966,0,0
9606.ENSP00000401980,17.3,1
9606.ENSP00000402020,21.3,1
9606.ENSP00000402033,1.7,1
9606.ENSP00000402038,18.6,1
9606.ENSP00000402060,24.3,1
9606.ENSP00000402084,49,1
9606.ENSP00000402092,0,0
9606.ENSP00000402103,69.9,1
9606.ENSP00000402152,4,1
9606.ENSP00000402153,0,0
9606.ENSP00000402154,0.3,1
9606.ENSP00000402219,0,0
9606.ENSP00000402257,4,1
9606.ENSP00000402297,0,0
9606.ENSP00000402301,208.8,1
9606.ENSP00000402338,51.5,1
9606.ENSP00000402343,0,0
9606.ENSP00000402346,15,1
9606.ENSP00000402355,0,0
9606.ENSP00000402373,1.8,1
9606.ENSP00000402394,1.5,1
9606.ENSP00000402414,0,0
9606.ENSP00000402457,6.2,1
9606.ENSP00000402460,0.3,1
9606.ENSP00000402505,0.2,1
9606.ENSP00000402515,29.6,1
9606.ENSP00000402527,51.6,1
9606.ENSP00000402537,6.5,1
9606.ENSP00000402584,0.5,1
9606.ENSP00000402608,0.5,1
9606.ENSP00000402653,7.3,1
9606.ENSP00000402661,27.9,1
9606.ENSP00000402674,0,0
9606.ENSP00000402703,0,0
9606.ENSP00000402756,36,1
9606.ENSP00000402758,0.6,1
9606.ENSP00000402790,0,0
9606.ENSP00000402855,0,0
9606.ENSP00000402861,0,0
9606.ENSP00000402915,0,0
9606.ENSP00000402935,20.6,1
9606.ENSP00000402949,38.4,1
9606.ENSP00000403042,30.1,1
9606.ENSP00000403067,3.3,1
9606.ENSP00000403077,33.6,1
9606.ENSP00000403104,9.7,1
9606.ENSP00000403117,22,1
9606.ENSP00000403130,0,0
9606.ENSP00000403151,0,0
9606.ENSP00000403172,2395.5,1
9606.ENSP00000403208,0,0
9606.ENSP00000403210,7.4,1
9606.ENSP00000403293,0,0
9606.ENSP00000403302,3,1
9606.ENSP00000403310,24.3,1
9606.ENSP00000403323,0.8,1
9606.ENSP00000403396,44.3,1
9606.ENSP00000403397,12.1,1
9606.ENSP00000403400,9.5,1
9606.ENSP00000403441,9,1
9606.ENSP00000403453,62.9,1
9606.ENSP00000403459,0,0
9606.ENSP00000403465,13.1,1
9606.ENSP00000403495,0,0
9606.ENSP00000403524,23.8,1
9606.ENSP00000403536,39.8,1
9606.ENSP00000403566,0,0
9606.ENSP00000403614,18.5,1
9606.ENSP00000403636,3.4,1
9606.ENSP00000403644,0,0
9606.ENSP00000403645,11.2,1
9606.ENSP00000403649,0,0
9606.ENSP00000403681,0,0
9606.ENSP00000403683,5.7,1
9606.ENSP00000403701,58,1
9606.ENSP00000403760,0,0
9606.ENSP00000403802,8.8,1
9606.ENSP00000403852,166.9,1
9606.ENSP00000403902,4,1
9606.ENSP00000403910,36.9,1
9606.ENSP00000403925,10.8,1
9606.ENSP00000403932,0,0
9606.ENSP00000403937,28.3,1
9606.ENSP00000403954,0.3,1
9606.ENSP00000403980,0,0
9606.ENSP00000403987,28.5,1
9606.ENSP00000404042,42.5,1
9606.ENSP00000404074,12.3,1
9606.ENSP00000404079,9.1,1
9606.ENSP00000404092,38.5,1
9606.ENSP00000404100,1.8,1
9606.ENSP00000404102,0,0
9606.ENSP00000404121,392.5,1
9606.ENSP00000404122,18.6,1
9606.ENSP00000404123,0,0
9606.ENSP00000404151,4.2,1
9606.ENSP00000404179,1.5,1
9606.ENSP00000404190,137.7,1
9606.ENSP00000404203,0,0
9606.ENSP00000404220,0,0
9606.ENSP00000404232,0.3,1
9606.ENSP00000404236,0,0
9606.ENSP00000404247,2.2,1
9606.ENSP00000404251,20.4,1
9606.ENSP00000404281,0,0
9606.ENSP00000404296,30.8,1
9606.ENSP00000404304,0,0
9606.ENSP00000404375,727.8,1
9606.ENSP00000404381,9.5,1
9606.ENSP00000404432,0,0
9606.ENSP00000404438,0,0
9606.ENSP00000404439,9.4,1
9606.ENSP00000404464,0.2,1
9606.ENSP00000404503,1.3,1
9606.ENSP00000404517,0,0
9606.ENSP00000404570,0,0
9606.ENSP00000404658,8.1,1
9606.ENSP00000404676,23.3,1
9606.ENSP00000404700,12.1,1
9606.ENSP00000404704,17.3,1
9606.ENSP00000404705,0,0
9606.ENSP00000404718,17,1
9606.ENSP00000404833,0.3,1
9606.ENSP00000404843,8,1
9606.ENSP00000404854,1.7,1
9606.ENSP00000404860,0,0
9606.ENSP00000404923,5.7,1
9606.ENSP00000404991,9.6,1
9606.ENSP00000405012,0,0
9606.ENSP00000405032,0.1,1
9606.ENSP00000405068,71.1,1
9606.ENSP00000405095,0,0
9606.ENSP00000405111,23.6,1
9606.ENSP00000405165,0,0
9606.ENSP00000405202,0,0
9606.ENSP00000405210,0,0
9606.ENSP00000405218,0.9,1
9606.ENSP00000405222,0,0
9606.ENSP00000405252,2.3,1
9606.ENSP00000405289,9.4,1
9606.ENSP00000405327,1.5,1
9606.ENSP00000405330,0,0
9606.ENSP00000405338,0,0
9606.ENSP00000405388,0,0
9606.ENSP00000405405,0.9,1
9606.ENSP00000405423,0,0
9606.ENSP00000405424,18.5,1
9606.ENSP00000405482,0.1,1
9606.ENSP00000405514,12.2,1
9606.ENSP00000405573,337.7,1
9606.ENSP00000405574,42.9,1
9606.ENSP00000405575,33.3,1
9606.ENSP00000405577,0.3,1
9606.ENSP00000405620,73.7,1
9606.ENSP00000405635,10,1
9606.ENSP00000405674,46.9,1
9606.ENSP00000405699,0.1,1
9606.ENSP00000405708,0.1,1
9606.ENSP00000405726,58.2,1
9606.ENSP00000405738,3.8,1
9606.ENSP00000405812,4.7,1
9606.ENSP00000405841,0,0
9606.ENSP00000405890,31.7,1
9606.ENSP00000405899,0,0
9606.ENSP00000405926,41.3,1
9606.ENSP00000405950,0.5,1
9606.ENSP00000405963,0,0
9606.ENSP00000405965,470.3,1
9606.ENSP00000405969,2.6,1
9606.ENSP00000405987,0,0
9606.ENSP00000406012,1.7,1
9606.ENSP00000406022,2,1
9606.ENSP00000406026,6.1,1
9606.ENSP00000406027,7.7,1
9606.ENSP00000406037,53.6,1
9606.ENSP00000406046,27.4,1
9606.ENSP00000406047,0,0
9606.ENSP00000406050,0,0
9606.ENSP00000406052,0,0
9606.ENSP00000406084,21.6,1
9606.ENSP00000406145,0.1,1
9606.ENSP00000406157,13.9,1
9606.ENSP00000406162,337.3,1
9606.ENSP00000406164,0,0
9606.ENSP00000406191,1,1
9606.ENSP00000406197,1.4,1
9606.ENSP00000406201,11.1,1
9606.ENSP00000406209,27.7,1
9606.ENSP00000406220,0,0
9606.ENSP00000406229,32,1
9606.ENSP00000406261,0,0
9606.ENSP00000406286,8.1,1
9606.ENSP00000406293,0.5,1
9606.ENSP00000406318,0.1,1
9606.ENSP00000406327,17.8,1
9606.ENSP00000406367,3.5,1
9606.ENSP00000406463,192.3,1
9606.ENSP00000406472,0,0
9606.ENSP00000406478,0,0
9606.ENSP00000406482,1.8,1
9606.ENSP00000406490,29.9,1
9606.ENSP00000406541,0,0
9606.ENSP00000406546,0.4,1
9606.ENSP00000406549,24.1,1
9606.ENSP00000406577,22.4,1
9606.ENSP00000406598,49.5,1
9606.ENSP00000406665,0,0
9606.ENSP00000406674,0,0
9606.ENSP00000406723,0.1,1
9606.ENSP00000406773,0,0
9606.ENSP00000406861,0,0
9606.ENSP00000406873,4.5,1
9606.ENSP00000406885,28.1,1
9606.ENSP00000406909,0.9,1
9606.ENSP00000406925,0,0
9606.ENSP00000406933,194.9,1
9606.ENSP00000406970,0,0
9606.ENSP00000406986,0,0
9606.ENSP00000407067,0.4,1
9606.ENSP00000407107,0,0
9606.ENSP00000407112,3.3,1
9606.ENSP00000407118,0.8,1
9606.ENSP00000407130,42.9,1
9606.ENSP00000407182,109.2,1
9606.ENSP00000407193,2.2,1
9606.ENSP00000407213,0,0
9606.ENSP00000407301,0.3,1
9606.ENSP00000407323,144.5,1
9606.ENSP00000407353,0.3,1
9606.ENSP00000407375,98.8,1
9606.ENSP00000407422,0,0
9606.ENSP00000407487,52.9,1
9606.ENSP00000407497,0,0
9606.ENSP00000407509,13.1,1
9606.ENSP00000407521,0.2,1
9606.ENSP00000407545,0.3,1
9606.ENSP00000407546,3.1,1
9606.ENSP00000407552,0,0
9606.ENSP00000407560,53.9,1
9606.ENSP00000407586,46,1
9606.ENSP00000407592,0.1,1
9606.ENSP00000407613,23.3,1
9606.ENSP00000407653,1.1,1
9606.ENSP00000407685,0,0
9606.ENSP00000407726,1.5,1
9606.ENSP00000407761,0,0
9606.ENSP00000407763,0.7,1
9606.ENSP00000407818,31.6,1
9606.ENSP00000407822,0,0
9606.ENSP00000407978,0,0
9606.ENSP00000408002,34.9,1
9606.ENSP00000408005,15,1
9606.ENSP00000408025,0.1,1
9606.ENSP00000408058,0.1,1
9606.ENSP00000408108,40.2,1
9606.ENSP00000408132,0,0
9606.ENSP00000408146,0,0
9606.ENSP00000408204,0,0
9606.ENSP00000408205,0.6,1
9606.ENSP00000408236,21.1,1
9606.ENSP00000408288,2.1,1
9606.ENSP00000408292,17.5,1
9606.ENSP00000408295,66.9,1
9606.ENSP00000408342,0,0
9606.ENSP00000408367,51.65,1
9606.ENSP00000408411,56.7,1
9606.ENSP00000408429,99.4,1
9606.ENSP00000408526,27.1,1
9606.ENSP00000408527,0,0
9606.ENSP00000408576,49,1
9606.ENSP00000408581,0,0
9606.ENSP00000408598,0,0
9606.ENSP00000408617,163.6,1
9606.ENSP00000408695,3.9,1
9606.ENSP00000408697,0,0
9606.ENSP00000408792,1.2,1
9606.ENSP00000408860,0,0
9606.ENSP00000408910,106,1
9606.ENSP00000408979,3.8,1
9606.ENSP00000409000,0,0
9606.ENSP00000409007,0,0
9606.ENSP00000409016,3.5,1
9606.ENSP00000409107,1.1,1
9606.ENSP00000409126,24.1,1
9606.ENSP00000409131,46.6,1
9606.ENSP00000409171,10.2,1
9606.ENSP00000409231,24,1
9606.ENSP00000409279,31.9,1
9606.ENSP00000409315,17.6,1
9606.ENSP00000409316,0,0
9606.ENSP00000409318,2.9,1
9606.ENSP00000409346,4.7,1
9606.ENSP00000409378,1.3,1
9606.ENSP00000409382,14.7,1
9606.ENSP00000409423,0.9,1
9606.ENSP00000409463,9.5,1
9606.ENSP00000409542,0,0
9606.ENSP00000409544,0,0
9606.ENSP00000409555,51,1
9606.ENSP00000409581,9.5,1
9606.ENSP00000409652,13,1
9606.ENSP00000409666,96.8,1
9606.ENSP00000409667,8.9,1
9606.ENSP00000409738,59.8,1
9606.ENSP00000409799,0,0
9606.ENSP00000409832,0,0
9606.ENSP00000409896,96.6,1
9606.ENSP00000409906,5.5,1
9606.ENSP00000409924,0.3,1
9606.ENSP00000409937,0,0
9606.ENSP00000409952,25.3,1
9606.ENSP00000409964,26.9,1
9606.ENSP00000410007,12.1,1
9606.ENSP00000410024,0,0
9606.ENSP00000410041,2.4,1
9606.ENSP00000410059,295.3,1
9606.ENSP00000410083,13.3,1
9606.ENSP00000410111,0,0
9606.ENSP00000410157,3.6,1
9606.ENSP00000410186,1.9,1
9606.ENSP00000410198,6.9,1
9606.ENSP00000410216,18.3,1
9606.ENSP00000410257,2.7,1
9606.ENSP00000410269,0.1,1
9606.ENSP00000410294,63.7,1
9606.ENSP00000410309,0,0
9606.ENSP00000410339,228.9,1
9606.ENSP00000410396,70.3,1
9606.ENSP00000410400,0,0
9606.ENSP00000410402,29.7,1
9606.ENSP00000410409,21.5,1
9606.ENSP00000410446,0,0
9606.ENSP00000410452,618.6,1
9606.ENSP00000410466,0,0
9606.ENSP00000410470,12,1
9606.ENSP00000410481,0,0
9606.ENSP00000410533,0,0
9606.ENSP00000410545,0.7,1
9606.ENSP00000410561,10.2,1
9606.ENSP00000410584,0.1,1
9606.ENSP00000410603,2.7,1
9606.ENSP00000410689,8.6,1
9606.ENSP00000410715,0,0
9606.ENSP00000410732,1.6,1
9606.ENSP00000410734,19.7,1
9606.ENSP00000410758,121.1,1
9606.ENSP00000410759,5.1,1
9606.ENSP00000410768,9.6,1
9606.ENSP00000410769,484.3,1
9606.ENSP00000410804,37.9,1
9606.ENSP00000410811,35.3,1
9606.ENSP00000410818,59.2,1
9606.ENSP00000410833,9.9,1
9606.ENSP00000410852,0,0
9606.ENSP00000410858,0,0
9606.ENSP00000410862,0,0
9606.ENSP00000410890,4,1
9606.ENSP00000410910,0.6,1
9606.ENSP00000410926,3.1,1
9606.ENSP00000410943,20.7,1
9606.ENSP00000410964,42.6,1
9606.ENSP00000411004,0,0
9606.ENSP00000411010,11.9,1
9606.ENSP00000411012,24.7,1
9606.ENSP00000411032,1.5,1
9606.ENSP00000411070,0,0
9606.ENSP00000411073,19.4,1
9606.ENSP00000411084,2.4,1
9606.ENSP00000411096,0.7,1
9606.ENSP00000411099,28.5,1
9606.ENSP00000411124,0.5,1
9606.ENSP00000411132,3.2,1
9606.ENSP00000411140,0,0
9606.ENSP00000411145,11.1,1
9606.ENSP00000411152,10.1,1
9606.ENSP00000411197,13.7,1
9606.ENSP00000411198,0,0
9606.ENSP00000411250,48.5,1
9606.ENSP00000411253,21.3,1
9606.ENSP00000411268,12.2,1
9606.ENSP00000411355,0,0
9606.ENSP00000411372,9.3,1
9606.ENSP00000411397,58.3,1
9606.ENSP00000411409,9.3,1
9606.ENSP00000411418,37.4,1
9606.ENSP00000411439,0,0
9606.ENSP00000411471,26.5,1
9606.ENSP00000411506,0,0
9606.ENSP00000411528,29.2,1
9606.ENSP00000411532,266.8,1
9606.ENSP00000411565,0,0
9606.ENSP00000411584,0,0
9606.ENSP00000411593,0,0
9606.ENSP00000411613,0,0
9606.ENSP00000411672,63.2,1
9606.ENSP00000411770,0.1,1
9606.ENSP00000411788,0,0
9606.ENSP00000411816,0,0
9606.ENSP00000411821,0.7,1
9606.ENSP00000411822,5.1,1
9606.ENSP00000411825,47.8,1
9606.ENSP00000411827,28.8,1
9606.ENSP00000411831,1.2,1
9606.ENSP00000411848,15.2,1
9606.ENSP00000411898,0,0
9606.ENSP00000411909,0,0
9606.ENSP00000411932,0,0
9606.ENSP00000411940,0,0
9606.ENSP00000411948,0,0
9606.ENSP00000412064,167.8,1
9606.ENSP00000412130,0,0
9606.ENSP00000412150,3.8,1
9606.ENSP00000412178,26.7,1
9606.ENSP00000412189,0,0
9606.ENSP00000412209,0,0
9606.ENSP00000412215,0,0
9606.ENSP00000412237,0,0
9606.ENSP00000412292,58.6,1
9606.ENSP00000412302,37.8,1
9606.ENSP00000412324,103.6,1
9606.ENSP00000412326,0,0
9606.ENSP00000412361,0,0
9606.ENSP00000412363,1.6,1
9606.ENSP00000412365,0,0
9606.ENSP00000412388,0.3,1
9606.ENSP00000412461,0.4,1
9606.ENSP00000412524,0.9,1
9606.ENSP00000412566,370.7,1
9606.ENSP00000412673,0,0
9606.ENSP00000412698,71.5,1
9606.ENSP00000412724,0.1,1
9606.ENSP00000412733,59.2,1
9606.ENSP00000412752,0,0
9606.ENSP00000412763,0.3,1
9606.ENSP00000412869,0.1,1
9606.ENSP00000412886,16.2,1
9606.ENSP00000412894,17.6,1
9606.ENSP00000412897,0,0
9606.ENSP00000412922,40.3,1
9606.ENSP00000412927,0,0
9606.ENSP00000412940,0,0
9606.ENSP00000412999,2.1,1
9606.ENSP00000413001,0,0
9606.ENSP00000413017,18.7,1
9606.ENSP00000413029,1.7,1
9606.ENSP00000413035,40.2,1
9606.ENSP00000413049,2.7,1
9606.ENSP00000413064,11.1,1
9606.ENSP00000413073,4.4,1
9606.ENSP00000413079,31.1,1
9606.ENSP00000413098,39.5,1
9606.ENSP00000413100,20.6,1
9606.ENSP00000413150,3.7,1
9606.ENSP00000413152,7.1,1
9606.ENSP00000413156,1.9,1
9606.ENSP00000413163,0,0
9606.ENSP00000413196,2.1,1
9606.ENSP00000413218,8.2,1
9606.ENSP00000413405,0.1,1
9606.ENSP00000413411,6.2,1
9606.ENSP00000413418,1.2,1
9606.ENSP00000413436,5072.8,1
9606.ENSP00000413445,3.4,1
9606.ENSP00000413479,0,0
9606.ENSP00000413496,0,0
9606.ENSP00000413520,14.5,1
9606.ENSP00000413572,26.8,1
9606.ENSP00000413575,2.3,1
9606.ENSP00000413592,3.8,1
9606.ENSP00000413606,4.1,1
9606.ENSP00000413625,33,1
9606.ENSP00000413632,0,0
9606.ENSP00000413660,3.3,1
9606.ENSP00000413697,8.6,1
9606.ENSP00000413707,0,0
9606.ENSP00000413720,0.3,1
9606.ENSP00000413728,0,0
9606.ENSP00000413861,0,0
9606.ENSP00000413908,63,1
9606.ENSP00000413929,20.6,1
9606.ENSP00000413937,22.1,1
9606.ENSP00000414019,0,0
9606.ENSP00000414022,0,0
9606.ENSP00000414055,7,1
9606.ENSP00000414066,49.6,1
9606.ENSP00000414109,54.9,1
9606.ENSP00000414147,81.4,1
9606.ENSP00000414150,0,0
9606.ENSP00000414202,10.3,1
9606.ENSP00000414236,28.5,1
9606.ENSP00000414237,14.3,1
9606.ENSP00000414253,0,0
9606.ENSP00000414287,0.6,1
9606.ENSP00000414302,7.5,1
9606.ENSP00000414303,0.1,1
9606.ENSP00000414321,3847.7,1
9606.ENSP00000414330,4.2,1
9606.ENSP00000414350,0.1,1
9606.ENSP00000414359,259.3,1
9606.ENSP00000414378,12.3,1
9606.ENSP00000414390,2.1,1
9606.ENSP00000414392,0,0
9606.ENSP00000414398,96,1
9606.ENSP00000414451,0,0
9606.ENSP00000414509,0,0
9606.ENSP00000414516,50.1,1
9606.ENSP00000414517,4.2,1
9606.ENSP00000414558,9.9,1
9606.ENSP00000414597,0,0
9606.ENSP00000414624,49.8,1
9606.ENSP00000414635,1.8,1
9606.ENSP00000414657,2.7,1
9606.ENSP00000414670,0,0
9606.ENSP00000414721,10.7,1
9606.ENSP00000414786,26.9,1
9606.ENSP00000414851,39.7,1
9606.ENSP00000414856,2.4,1
9606.ENSP00000414884,12.2,1
9606.ENSP00000414886,0,0
9606.ENSP00000414887,0,0
9606.ENSP00000414904,0.2,1
9606.ENSP00000414906,67.3,1
9606.ENSP00000414909,0,0
9606.ENSP00000414920,8.7,1
9606.ENSP00000414921,34,1
9606.ENSP00000414922,0,0
9606.ENSP00000414964,9.6,1
9606.ENSP00000414982,85.8,1
9606.ENSP00000415011,0,0
9606.ENSP00000415026,0.4,1
9606.ENSP00000415027,0.1,1
9606.ENSP00000415030,0.3,1
9606.ENSP00000415034,8.3,1
9606.ENSP00000415049,1.6,1
9606.ENSP00000415056,0.3,1
9606.ENSP00000415070,0.2,1
9606.ENSP00000415078,10.8,1
9606.ENSP00000415090,0,0
9606.ENSP00000415106,7.5,1
9606.ENSP00000415115,39.6,1
9606.ENSP00000415139,0.6,1
9606.ENSP00000415151,30.7,1
9606.ENSP00000415203,17.2,1
9606.ENSP00000415207,0.9,1
9606.ENSP00000415243,9.9,1
9606.ENSP00000415283,1.2,1
9606.ENSP00000415299,0,0
9606.ENSP00000415332,11,1
9606.ENSP00000415430,48,1
9606.ENSP00000415433,31.7,1
9606.ENSP00000415434,13.3,1
9606.ENSP00000415436,37.1,1
9606.ENSP00000415454,9.5,1
9606.ENSP00000415491,0,0
9606.ENSP00000415517,0,0
9606.ENSP00000415528,0.6,1
9606.ENSP00000415536,147.4,1
9606.ENSP00000415556,15.8,1
9606.ENSP00000415579,0.2,1
9606.ENSP00000415609,0,0
9606.ENSP00000415662,0,0
9606.ENSP00000415769,0,0
9606.ENSP00000415774,0,0
9606.ENSP00000415786,3.5,1
9606.ENSP00000415822,13.4,1
9606.ENSP00000415823,0,0
9606.ENSP00000415836,6,1
9606.ENSP00000415899,10.5,1
9606.ENSP00000415900,0,0
9606.ENSP00000415941,0,0
9606.ENSP00000415968,36.3,1
9606.ENSP00000415998,7.3,1
9606.ENSP00000416002,51.7,1
9606.ENSP00000416015,30.1,1
9606.ENSP00000416033,0.5,1
9606.ENSP00000416040,5.7,1
9606.ENSP00000416050,27.5,1
9606.ENSP00000416066,0,0
9606.ENSP00000416097,30.3,1
9606.ENSP00000416125,0,0
9606.ENSP00000416126,0,0
9606.ENSP00000416154,0.5,1
9606.ENSP00000416168,0.2,1
9606.ENSP00000416193,0,0
9606.ENSP00000416249,0,0
9606.ENSP00000416250,79,1
9606.ENSP00000416255,322.6,1
9606.ENSP00000416289,3.1,1
9606.ENSP00000416293,12.5,1
9606.ENSP00000416330,1,1
9606.ENSP00000416341,25.3,1
9606.ENSP00000416387,11.3,1
9606.ENSP00000416418,4.8,1
9606.ENSP00000416429,1718.2,1
9606.ENSP00000416508,37.5,1
9606.ENSP00000416515,6.9,1
9606.ENSP00000416523,7.5,1
9606.ENSP00000416534,80.9,1
9606.ENSP00000416558,0,0
9606.ENSP00000416561,0,0
9606.ENSP00000416583,43.4,1
9606.ENSP00000416606,0,0
9606.ENSP00000416658,21.9,1
9606.ENSP00000416662,0.8,1
9606.ENSP00000416673,0.1,1
9606.ENSP00000416683,0,0
9606.ENSP00000416696,13.9,1
9606.ENSP00000416706,0,0
9606.ENSP00000416707,1.6,1
9606.ENSP00000416739,51.2,1
9606.ENSP00000416741,0,0
9606.ENSP00000416750,6.9,1
9606.ENSP00000416753,0,0
9606.ENSP00000416787,17.6,1
9606.ENSP00000416797,4.3,1
9606.ENSP00000416799,4.7,1
9606.ENSP00000416809,0,0
9606.ENSP00000416951,40.3,1
9606.ENSP00000416959,140.9,1
9606.ENSP00000416984,0,0
9606.ENSP00000416996,0,0
9606.ENSP00000417003,1.7,1
9606.ENSP00000417035,0.3,1
9606.ENSP00000417038,2,1
9606.ENSP00000417052,217.5,1
9606.ENSP00000417061,0,0
9606.ENSP00000417063,0.2,1
9606.ENSP00000417078,53.8,1
9606.ENSP00000417085,0.5,1
9606.ENSP00000417128,0,0
9606.ENSP00000417132,55.7,1
9606.ENSP00000417138,29.2,1
9606.ENSP00000417142,83.9,1
9606.ENSP00000417161,0.2,1
9606.ENSP00000417175,27.1,1
9606.ENSP00000417182,0,0
9606.ENSP00000417183,19.8,1
9606.ENSP00000417185,15.9,1
9606.ENSP00000417190,14.8,1
9606.ENSP00000417192,0,0
9606.ENSP00000417196,43.4,1
9606.ENSP00000417207,2,1
9606.ENSP00000417214,0,0
9606.ENSP00000417222,0,0
9606.ENSP00000417229,149.9,1
9606.ENSP00000417235,3.8,1
9606.ENSP00000417261,0,0
9606.ENSP00000417273,40.3,1
9606.ENSP00000417289,0,0
9606.ENSP00000417291,36.4,1
9606.ENSP00000417303,0,0
9606.ENSP00000417330,0,0
9606.ENSP00000417335,10.9,1
9606.ENSP00000417354,44.4,1
9606.ENSP00000417378,224.5,1
9606.ENSP00000417401,0.7,1
9606.ENSP00000417404,0,0
9606.ENSP00000417418,0,0
9606.ENSP00000417451,0,0
9606.ENSP00000417464,25.2,1
9606.ENSP00000417470,3.8,1
9606.ENSP00000417480,12.7,1
9606.ENSP00000417492,3.6,1
9606.ENSP00000417498,0,0
9606.ENSP00000417509,29.3,1
9606.ENSP00000417510,32.6,1
9606.ENSP00000417518,43,1
9606.ENSP00000417548,6.4,1
9606.ENSP00000417569,10.4,1
9606.ENSP00000417573,29.8,1
9606.ENSP00000417580,15.4,1
9606.ENSP00000417581,23.9,1
9606.ENSP00000417583,0,0
9606.ENSP00000417601,0.9,1
9606.ENSP00000417602,103.5,1
9606.ENSP00000417604,12.7,1
9606.ENSP00000417610,22.7,1
9606.ENSP00000417626,0,0
9606.ENSP00000417638,0,0
9606.ENSP00000417653,35.6,1
9606.ENSP00000417654,22.4,1
9606.ENSP00000417656,298.7,1
9606.ENSP00000417659,7.4,1
9606.ENSP00000417677,48.7,1
9606.ENSP00000417686,147,1
9606.ENSP00000417696,0.2,1
9606.ENSP00000417706,13.8,1
9606.ENSP00000417710,1.2,1
9606.ENSP00000417711,0,0
9606.ENSP00000417748,25.4,1
9606.ENSP00000417763,57.9,1
9606.ENSP00000417764,37.9,1
9606.ENSP00000417769,0,0
9606.ENSP00000417806,7.6,1
9606.ENSP00000417864,709.5,1
9606.ENSP00000417898,0,0
9606.ENSP00000417901,17,1
9606.ENSP00000417914,0,0
9606.ENSP00000417919,0,0
9606.ENSP00000417955,0,0
9606.ENSP00000417963,108.6,1
9606.ENSP00000417980,34.8,1
9606.ENSP00000418001,4.5,1
9606.ENSP00000418008,64.6,1
9606.ENSP00000418009,0,0
9606.ENSP00000418018,0,0
9606.ENSP00000418070,33.2,1
9606.ENSP00000418081,24.8,1
9606.ENSP00000418082,3570.4,1
9606.ENSP00000418086,0,0
9606.ENSP00000418112,13.4,1
9606.ENSP00000418187,6.8,1
9606.ENSP00000418193,0,0
9606.ENSP00000418194,11.9,1
9606.ENSP00000418221,193.4,1
9606.ENSP00000418259,0,0
9606.ENSP00000418268,69,1
9606.ENSP00000418287,40.8,1
9606.ENSP00000418348,8.7,1
9606.ENSP00000418379,0,0
9606.ENSP00000418397,45.9,1
9606.ENSP00000418401,69.8,1
9606.ENSP00000418428,109.2,1
9606.ENSP00000418438,6.9,1
9606.ENSP00000418447,175.6,1
9606.ENSP00000418491,0,0
9606.ENSP00000418525,5.2,1
9606.ENSP00000418529,25.9,1
9606.ENSP00000418532,0,0
9606.ENSP00000418563,124,1
9606.ENSP00000418575,0,0
9606.ENSP00000418593,0.2,1
9606.ENSP00000418648,6.3,1
9606.ENSP00000418661,2.4,1
9606.ENSP00000418663,5.6,1
9606.ENSP00000418668,3.1,1
9606.ENSP00000418669,44.5,1
9606.ENSP00000418678,0,0
9606.ENSP00000418693,1.4,1
9606.ENSP00000418695,166.4,1
9606.ENSP00000418719,5.6,1
9606.ENSP00000418721,2,1
9606.ENSP00000418734,7.7,1
9606.ENSP00000418735,1.5,1
9606.ENSP00000418748,0.1,1
9606.ENSP00000418751,3.2,1
9606.ENSP00000418754,38,1
9606.ENSP00000418767,0,0
